SERVNO,Request Date,Resolved Date,AddrType,Address,CrossStreet,GraffitiType,GraffitiMoniker,GraffitiMoniker2,GraffitiMoniker3,Latitude,Longitude
1483,01/30/2007 12:00:00 AM,02/13/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61102,  SANFORD ST ROCKFORD IL 61102,Gang, ,,,42.2617,-89.1108
1485,01/19/2007 12:00:00 AM,04/24/2007 12:00:00 AM,I,    DEMPSTER AVE ROCKFORD IL 61108,  LEXINGTON WAY ROCKFORD IL 61108,Gang, ,,,42.2568,-89.0327
1493,01/22/2007 12:00:00 AM,01/24/2007 12:00:00 AM,I,    6TH AVE ROCKFORD IL 61104,  18TH ST ROCKFORD IL 61104,Gang, ,,,42.2605,-89.0619
1494,01/22/2007 12:00:00 AM,03/22/2007 12:00:00 AM,I,    11TH ST ROCKFORD IL 61104,  12TH AVE ROCKFORD IL 61104,Gang, ,,,42.2542,-89.072
1501,01/22/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,    5TH AVE ROCKFORD IL 61104,  12TH ST ROCKFORD IL 61104,Gang, ,,,42.2616,-89.0707
1504,01/22/2007 12:00:00 AM,03/29/2007 12:00:00 AM,I,    6TH AVE ROCKFORD IL 61104,  13TH ST ROCKFORD IL 61104,, ,,,42.2605,-89.0679
1506,01/22/2007 12:00:00 AM,01/22/2007 12:00:00 AM,I,    5TH AVE ROCKFORD IL 61104,  12TH ST ROCKFORD IL 61104,, ,,,42.2616,-89.0707
1516,01/22/2007 12:00:00 AM,01/15/2006 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61101,  LOOMIS ST ROCKFORD IL 61101,, ,,,42.2609,-89.1006
1521,01/23/2007 12:00:00 AM,05/01/2007 12:00:00 AM,I,    FITCH RD ROCKFORD IL 61109,  KISHWAUKEE ST ROCKFORD IL 61109,Gang, ,,,42.2293,-89.0869
1524,01/23/2007 12:00:00 AM,01/23/2007 12:00:00 AM,I,    BROOKE RD ROCKFORD IL 61109,  KISHWAUKEE ST ROCKFORD IL 61109,, ,,,42.2303,-89.0869
1532,01/23/2007 12:00:00 AM,01/23/2007 12:00:00 AM,I,    6TH AVE ROCKFORD IL 61104,  12TH ST ROCKFORD IL 61104,, ,,,42.2605,-89.0707
1538,01/24/2007 12:00:00 AM,01/24/2007 12:00:00 AM,I,    18TH AVE ROCKFORD IL 61104,  WOODRUFF AVE ROCKFORD IL 61104,, ,,,42.249,-89.06
1546,01/24/2007 12:00:00 AM,03/13/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61102,S WINNEBAGO ST ROCKFORD IL 61102,Gang, ,,,42.2613,-89.1049
1553,01/25/2007 12:00:00 AM,03/12/2007 12:00:00 AM,I,    CORBIN ST ROCKFORD IL 61102,  MONTAGUE ST ROCKFORD IL 61102,, ,,,42.2594,-89.1097
1554,01/25/2007 12:00:00 AM,01/25/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61102,  SANFORD ST ROCKFORD IL 61102,, ,,,42.2617,-89.1108
1555,01/25/2007 12:00:00 AM,01/25/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61102,  SANFORD ST ROCKFORD IL 61102,, ,,,42.2617,-89.1108
1557,01/25/2007 12:00:00 AM,01/25/2007 12:00:00 AM,I,    CEDAR ST ROCKFORD IL 61101,S MAIN ST ROCKFORD IL 61101,, ,,,42.2676,-89.0972
1564,01/25/2007 12:00:00 AM,03/27/2007 12:00:00 AM,I,    ALPINE RD ROCKFORD IL 61109,S ALPINE RD ROCKFORD IL 61109,Other, ,,,42.2166,-89.0286
1577,01/25/2007 12:00:00 AM,11/07/2007 12:00:00 AM,I,    10TH ST ROCKFORD IL 61104,  18TH AVE ROCKFORD IL 61104,Hip Hop,STER,,,42.2479,-89.0754
1590,01/26/2007 12:00:00 AM,01/26/2007 12:00:00 AM,I,    23RD ST ROCKFORD IL 61108,  BROADWAY   ROCKFORD IL 61108,, ,,,42.2525,-89.0534
1609,01/29/2007 12:00:00 AM,03/12/2007 12:00:00 AM,I,    FERGUSON ST ROCKFORD IL 61102,  KENT ST ROCKFORD IL 61102,Gang, ,,,42.2637,-89.1075
1615,01/29/2007 12:00:00 AM,03/19/2007 12:00:00 AM,I,    BRUCE ST ROCKFORD IL 61103,N WINNEBAGO ST ROCKFORD IL 61103,, ,,,42.2836,-89.0941
1655,01/30/2007 12:00:00 AM,02/15/2007 12:00:00 AM,I,  S MAIN ST ROCKFORD IL 61101,  MORGAN ST ROCKFORD IL 61101,, ,,,42.262,-89.1004
1664,01/30/2007 12:00:00 AM,01/31/2007 12:00:00 AM,I,    CUNNINGHAM ST ROCKFORD IL 61102,S WINNEBAGO ST ROCKFORD IL 61102,, ,,,42.2656,-89.1037
1665,01/30/2007 12:00:00 AM,01/31/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61102,  SANFORD ST ROCKFORD IL 61102,Gang,GD'S, , ,42.2617,-89.1108
1673,01/30/2007 12:00:00 AM,03/09/2007 12:00:00 AM,I,    BLAKE ST ROCKFORD IL 61102,  SANFORD ST ROCKFORD IL 61102,Gang, ,,,42.265,-89.1102
1684,01/31/2007 12:00:00 AM,03/09/2007 12:00:00 AM,I,    FERGUSON ST ROCKFORD IL 61102,  MONTAGUE ST ROCKFORD IL 61102,Gang, ,,,42.2657,-89.1074
1789,02/05/2007 12:00:00 AM,03/12/2007 12:00:00 AM,I,    CUNNINGHAM RD ROCKFORD IL 61102,S HORACE AVE ROCKFORD IL 61102,Gang, ,,,42.2656,-89.1295
1796,02/05/2007 12:00:00 AM,11/07/2007 12:00:00 AM,I,    BROOK HILL CLOS ROCKFORD IL 61108,  LAUREL CHERRY DR ROCKFORD IL 61108,Hip Hop,TOIL,,,42.2598,-88.9929
1799,02/05/2007 12:00:00 AM,11/07/2007 12:00:00 AM,I,    GARRETT LN ROCKFORD IL 61107,N MULFORD RD ROCKFORD IL 61107,Hip Hop,TOIL,,,42.2735,-88.9996
1802,02/05/2007 12:00:00 AM,03/09/2007 12:00:00 AM,I,  S MAIN ST ROCKFORD IL 61101,  MORGAN ST ROCKFORD IL 61101,Gang, ,,,42.262,-89.1004
1834,02/08/2007 12:00:00 AM,02/21/2007 12:00:00 AM,I,    CUNNINGHAM ST ROCKFORD IL 61102,S WINNEBAGO ST ROCKFORD IL 61102,Gang, ,,,42.2656,-89.1037
1836,02/08/2007 12:00:00 AM,02/08/2007 12:00:00 AM,I,    CLOVER AVE ROCKFORD IL 61102,  CUNNINGHAM ST ROCKFORD IL 61102,, ,,,42.2664,-89.1145
1841,02/09/2007 12:00:00 AM,03/14/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61101,  LOOMIS ST ROCKFORD IL 61101,, ,,,42.2609,-89.1006
1842,02/09/2007 12:00:00 AM,02/21/2007 12:00:00 AM,I,    KNOWLTON ST ROCKFORD IL 61101,  ROCK ST ROCKFORD IL 61101,Gang, ,,,42.2583,-89.0996
1874,02/12/2007 12:00:00 AM,02/21/2007 12:00:00 AM,I,  N CHURCH ST ROCKFORD IL 61103,  RIVER BLUFF BLVD ROCKFORD IL 61103,Gang, ,,,42.3138,-89.0819
1876,02/12/2007 12:00:00 AM,02/13/2007 12:00:00 AM,I,    CLIFTON AVE ROCKFORD IL 61102,  ISLAND AVE ROCKFORD IL 61102,Gang, ,,,42.2549,-89.1103
1878,02/12/2007 12:00:00 AM,03/13/2007 12:00:00 AM,I,    CORBIN ST ROCKFORD IL 61102,  MORGAN ST ROCKFORD IL 61102,Gang, ,,,42.2627,-89.1091
1886,02/13/2007 12:00:00 AM,03/14/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61101,  LOOMIS ST ROCKFORD IL 61101,Gang, ,,,42.2609,-89.1006
1887,02/13/2007 12:00:00 AM,06/14/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61101,  LOOMIS ST ROCKFORD IL 61101,, ,,,42.2609,-89.1006
1888,02/13/2007 12:00:00 AM,03/09/2007 12:00:00 AM,I,  S MAIN ST ROCKFORD IL 61101,  MORGAN ST ROCKFORD IL 61101,Gang, ,,,42.262,-89.1004
1911,02/14/2007 12:00:00 AM,06/14/2007 12:00:00 AM,I,    HUFFMAN BLVD ROCKFORD IL 61103,  RIVER BLUFF BLVD ROCKFORD IL 61103,, ,,,42.314,-89.0871
1912,02/14/2007 12:00:00 AM,06/14/2007 12:00:00 AM,I,    GRANT AVE ROCKFORD IL 61103,  RIVER BLUFF BLVD ROCKFORD IL 61103,, ,,,42.314,-89.0857
1913,02/14/2007 12:00:00 AM,06/14/2007 12:00:00 AM,I,  N CHURCH ST ROCKFORD IL 61103,  RIVER BLUFF BLVD ROCKFORD IL 61103,, ,,,42.314,-89.0826
1914,02/14/2007 12:00:00 AM,02/21/2007 12:00:00 AM,I,    LATHAM ST ROCKFORD IL 61103,  RIVER BLUFF BLVD ROCKFORD IL 61103,Gang, ,,,42.314,-89.0813
1928,02/15/2007 12:00:00 AM,03/26/2007 12:00:00 AM,I,    16TH ST ROCKFORD IL 61104,  17TH AVE ROCKFORD IL 61104,Gang, ,,,42.249,-89.0637
1929,02/15/2007 12:00:00 AM,02/20/2007 12:00:00 AM,I,  S 6TH ST ROCKFORD IL 61104,  8TH AVE ROCKFORD IL 61104,, ,,,42.2584,-89.0823
1930,02/15/2007 12:00:00 AM,03/20/2007 12:00:00 AM,I,    9TH ST ROCKFORD IL 61104,  RAILROAD AVE ROCKFORD IL 61104,Gang, ,,,42.2583,-89.077
1931,02/15/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61101,  LOOMIS ST ROCKFORD IL 61101,, ,,,42.2609,-89.1006
1937,02/15/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,  S ALPINE RD ROCKFORD IL 61108,  NEWBURG RD ROCKFORD IL 61108,Hip Hop, ,,,42.2528,-89.0289
1962,02/16/2007 12:00:00 AM,03/19/2007 12:00:00 AM,I,    7TH AVE ROCKFORD IL 61104,  13TH ST ROCKFORD IL 61104,Gang, ,,,42.2594,-89.0679
1963,02/16/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    7TH AVE ROCKFORD IL 61104,  16TH ST ROCKFORD IL 61104,, ,,,42.2594,-89.0643
1998,02/18/2007 12:00:00 AM,03/19/2007 12:00:00 AM,I,    12TH ST ROCKFORD IL 61104,  18TH AVE ROCKFORD IL 61104,Gang, ,,,42.2479,-89.0704
2004,02/18/2007 12:00:00 AM,07/19/2007 12:00:00 AM,I,    CROSBY ST ROCKFORD IL 61107,  HEMLOCK LN ROCKFORD IL 61107,, ,,,42.2708,-89.0357
2007,02/18/2007 12:00:00 AM,03/13/2007 12:00:00 AM,I,    CEDAR ST ROCKFORD IL 61102,  CEDAR ST ROCKFORD IL 61102,Hip Hop, ,,,42.2697,-89.1024
2010,02/18/2007 12:00:00 AM,07/19/2007 12:00:00 AM,I,    KING ST ROCKFORD IL 61103,N MAIN ST ROCKFORD IL 61103,, ,,,42.2873,-89.0809
2011,02/18/2007 12:00:00 AM,07/25/2007 12:00:00 AM,I,  N MAIN ST ROCKFORD IL 61103,  REYNOLDS ST ROCKFORD IL 61103,, ,,,42.2862,-89.0814
2013,02/18/2007 12:00:00 AM,09/17/2008 12:00:00 AM,I,    HARLEM BLVD ROCKFORD IL 61103,N MAIN ST ROCKFORD IL 61103,, ,,,42.4485,-89.0534
2014,02/18/2007 12:00:00 AM,02/18/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61101,  LOOMIS ST ROCKFORD IL 61101,Gang, ,,,42.2609,-89.1006
2020,02/18/2007 12:00:00 AM,07/26/2007 12:00:00 AM,I,    BROADWAY   ROCKFORD IL 61108,  EASTGATE PKWY ROCKFORD IL 61108,, ,,,42.2526,-89.0395
2025,02/18/2007 12:00:00 AM,03/13/2007 12:00:00 AM,I,  N 2ND ST ROCKFORD IL 61107,  WHITMAN ST ROCKFORD IL 61107,Hip Hop, ,,,42.2753,-89.0805
2026,02/18/2007 12:00:00 AM,10/17/2008 12:00:00 AM,I,  N 2ND ST ROCKFORD IL 61107,S 2ND ST ROCKFORD IL 61107,Hip Hop, ,,,42.2677,-89.0876
2031,02/18/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,  S ALPINE RD ROCKFORD IL 61108,  UPLAND DR ROCKFORD IL 61108,Gang, ,,,42.2423,-89.0289
2036,02/18/2007 12:00:00 AM,03/05/2007 12:00:00 AM,I,  E STATE ST ROCKFORD IL 61107,  SUMMIT ST ROCKFORD IL 61107,Hip Hop, ,,,42.2669,-89.0736
2037,02/18/2007 12:00:00 AM,03/13/2007 12:00:00 AM,I,  S CENTRAL AVE ROCKFORD IL 61102,  CUNNINGHAM ST ROCKFORD IL 61102,Gang, ,,,42.2665,-89.1157
2041,02/18/2007 12:00:00 AM,03/14/2007 12:00:00 AM,I,  S MAIN ST ROCKFORD IL 61101,  MORGAN ST ROCKFORD IL 61101,, ,,,42.262,-89.1004
2062,02/20/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,    15TH ST ROCKFORD IL 61104,  BROADWAY   ROCKFORD IL 61104,Gang, ,,,42.2525,-89.0651
2063,02/20/2007 12:00:00 AM,03/05/2007 12:00:00 AM,I,    15TH CT ROCKFORD IL 61104,  BROADWAY   ROCKFORD IL 61104,Gang, ,,,42.2525,-89.0659
2070,02/20/2007 12:00:00 AM,02/20/2007 12:00:00 AM,I,    7TH AVE ROCKFORD IL 61104,  14TH ST ROCKFORD IL 61104,, ,,,42.2594,-89.0667
2077,02/20/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    EASTRIDGE DR ROCKFORD IL 61107,  WOOD RD ROCKFORD IL 61107,, ,,,42.2687,-89.0339
2095,02/21/2007 12:00:00 AM,03/12/2007 12:00:00 AM,I,    CLIFTON AVE ROCKFORD IL 61102,  MONTAGUE ST ROCKFORD IL 61102,Gang, ,,,42.2594,-89.1103
2123,02/22/2007 12:00:00 AM,05/22/2007 12:00:00 AM,I,    BELDEN ST ROCKFORD IL 61101,  LIBERTY DR ROCKFORD IL 61101,Gang, ,,,42.292,-89.1112
2126,02/22/2007 12:00:00 AM,03/05/2007 12:00:00 AM,I,    AUBURN ST ROCKFORD IL 61103,  HUFFMAN BLVD ROCKFORD IL 61103,Hip Hop, ,,,42.2886,-89.0869
2128,02/22/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    CUSTER AVE ROCKFORD IL 61101,  EDGEMONT ST ROCKFORD IL 61101,, ,,,42.2943,-89.1006
2137,02/22/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    INDIANA AVE ROCKFORD IL 61102,  WEST ST ROCKFORD IL 61102,, ,,,42.2531,-89.1066
2162,02/23/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,    HUFFMAN BLVD ROCKFORD IL 61103,  RANDOLPH DR ROCKFORD IL 61103,Gang, ,,,42.3152,-89.0871
2164,02/23/2007 12:00:00 AM,04/02/2007 12:00:00 AM,I,    BELMONT BLVD ROCKFORD IL 61103,  BELMONT CT ROCKFORD IL 61103,Gang, ,,,42.3121,-89.0901
2165,02/23/2007 12:00:00 AM,03/09/2007 12:00:00 AM,I,    INDIANA AVE ROCKFORD IL 61102,  WEST ST ROCKFORD IL 61102,Gang, ,,,42.2531,-89.1066
2169,02/23/2007 12:00:00 AM,03/13/2007 12:00:00 AM,I,    LOOMIS ST ROCKFORD IL 61102,  SANFORD ST ROCKFORD IL 61102,Gang, ,,,42.2617,-89.1108
2206,02/26/2007 12:00:00 AM,03/05/2007 12:00:00 AM,I,  N 6TH ST ROCKFORD IL 61107,E JEFFERSON ST ROCKFORD IL 61107,Hip Hop,RFM,,,42.2677,-89.0821
2237,02/27/2007 12:00:00 AM,02/27/2007 12:00:00 AM,I,  N ROCKTON AVE ROCKFORD IL 61101,W STATE ST ROCKFORD IL 61101,, ,,,42.2733,-89.0997
2238,02/27/2007 12:00:00 AM,02/28/2007 12:00:00 AM,I,    HALSTED RD ROCKFORD IL 61103,  HUFFMAN BLVD ROCKFORD IL 61103,Hip Hop, ,,,42.3103,-89.087
2240,02/27/2007 12:00:00 AM,03/05/2007 12:00:00 AM,I,  N 6TH ST ROCKFORD IL 61104,S 6TH ST ROCKFORD IL 61104,, ,,,42.2669,-89.0823
2395,03/05/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    CAROLINA AVE ROCKFORD IL 61108,  OHIO PKWY ROCKFORD IL 61108,, ,,,42.2458,-89.0467
2396,03/05/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    CAROLINA AVE ROCKFORD IL 61108,  OHIO PKWY ROCKFORD IL 61108,, ,,,42.2458,-89.0467
2397,03/05/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    20TH AVE ROCKFORD IL 61108,  25TH ST ROCKFORD IL 61108,, ,,,42.2466,-89.051
2398,03/05/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    20TH AVE ROCKFORD IL 61108,  25TH ST ROCKFORD IL 61108,, ,,,42.2466,-89.051
2399,03/05/2007 12:00:00 AM,09/17/2008 12:00:00 AM,I,    20TH AVE ROCKFORD IL 61108,  25TH ST ROCKFORD IL 61108,, ,,,42.2466,-89.051
2400,03/05/2007 12:00:00 AM,09/17/2008 12:00:00 AM,I,    6TH AVE ROCKFORD IL 61104,  12TH ST ROCKFORD IL 61104,, ,,,42.2599,-89.0706
2410,03/05/2007 12:00:00 AM,07/26/2007 12:00:00 AM,I,    DEMPSTER AVE ROCKFORD IL 61108,  EMERSON DR ROCKFORD IL 61108,Gang, , , ,42.2567,-89.0376
2411,03/05/2007 12:00:00 AM,07/26/2007 12:00:00 AM,I,    DEMPSTER AVE ROCKFORD IL 61108,  PARKSIDE DR ROCKFORD IL 61108,Gang, , , ,42.2567,-89.0352
2488,03/07/2007 12:00:00 AM,03/12/2007 12:00:00 AM,I,    BLAKE ST ROCKFORD IL 61102,  WEST ST ROCKFORD IL 61102,Gang, ,,,42.2646,-89.1059
2518,03/08/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    FREMONT ST ROCKFORD IL 61103,  VAN WIE AVE ROCKFORD IL 61103,, ,,,42.2968,-89.0798
2520,03/08/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    BELDEN ST ROCKFORD IL 61101,  GILBERT AVE ROCKFORD IL 61101,, ,,,42.2956,-89.1112
2573,03/12/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    KENT ST ROCKFORD IL 61102,  ROSE AVE ROCKFORD IL 61102,, ,,,42.2641,-89.1134
2574,03/12/2007 12:00:00 AM,03/22/2007 12:00:00 AM,I,    HOLIDAY DR ROCKFORD IL 61109,  SANDY HOLLOW RD ROCKFORD IL 61109,Gang, ,,,42.2236,-89.045
2576,03/12/2007 12:00:00 AM,03/20/2007 12:00:00 AM,I,    CLOVER AVE ROCKFORD IL 61102,  MORGAN ST ROCKFORD IL 61102,Gang, ,,,42.2632,-89.115
2579,03/12/2007 12:00:00 AM,03/14/2007 12:00:00 AM,I,    CEDAR ST ROCKFORD IL 61101,S MAIN ST ROCKFORD IL 61101,, ,,,42.2676,-89.0972
2606,03/13/2007 12:00:00 AM,03/20/2007 12:00:00 AM,I,    23RD AVE ROCKFORD IL 61104,  KISHWAUKEE ST ROCKFORD IL 61104,Gang, ,,,42.2411,-89.0869
2608,03/13/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,  N 2ND ST ROCKFORD IL 61107,  ETHEL AVE ROCKFORD IL 61107,Hip Hop,TS,,,42.2813,-89.0723
2609,03/13/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,  N 2ND ST ROCKFORD IL 61107,  COSPER AVE ROCKFORD IL 61107,, ,,,42.2804,-89.0745
2634,03/14/2007 12:00:00 AM,03/16/2007 12:00:00 AM,I,    35TH ST ROCKFORD IL 61109,  SAMUELSON RD ROCKFORD IL 61109,, ,,,42.2093,-89.0334
2637,03/14/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,    9TH ST ROCKFORD IL 61104,  HOME PL ROCKFORD IL 61104,Hip Hop, ,,,42.2587,-89.077
2647,03/14/2007 12:00:00 AM,03/23/2007 12:00:00 AM,I,    CEDAR ST ROCKFORD IL 61101,S CHURCH ST ROCKFORD IL 61101,Hip Hop, ,,,42.2681,-89.0985
2651,03/14/2007 12:00:00 AM,11/07/2007 12:00:00 AM,I,  N MAIN ST ROCKFORD IL 61101,S MAIN ST ROCKFORD IL 61101,Hip Hop,CBD,,,42.2713,-89.0945
2669,03/15/2007 12:00:00 AM,04/03/2007 12:00:00 AM,I,    LAUREL CHERRY DR ROCKFORD IL 61108,S TRAINER RD ROCKFORD IL 61108,Other, ,,,42.2598,-88.99
2677,03/15/2007 12:00:00 AM,03/14/2007 12:00:00 AM,I,    9TH ST ROCKFORD IL 61104,  BROADWAY   ROCKFORD IL 61104,Gang, ,,,42.2516,-89.0759
2705,03/16/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    15TH ST ROCKFORD IL 61104,  23RD AVE ROCKFORD IL 61104,, ,,,42.2419,-89.0652
2706,03/16/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    11TH ST ROCKFORD IL 61104,  HERBERT AVE ROCKFORD IL 61104,, ,,,42.2436,-89.0723
2707,03/16/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    18TH AVE ROCKFORD IL 61104,  PARMELE ST ROCKFORD IL 61104,, ,,,42.2479,-89.0737
2708,03/16/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    9TH ST ROCKFORD IL 61104,  18TH AVE ROCKFORD IL 61104,, ,,,42.2479,-89.077
2709,03/16/2007 12:00:00 AM,06/15/2007 12:00:00 AM,I,    CUSTER AVE ROCKFORD IL 61101,  GRENSHAW ST ROCKFORD IL 61101,, ,,,42.2943,-89.102
2718,03/16/2007 12:00:00 AM,03/15/2007 12:00:00 AM,I,    BILDAHL ST ROCKFORD IL 61109,  REED AVE ROCKFORD IL 61109,Gang, ,,,42.2325,-89.0759
2747,03/19/2007 12:00:00 AM,03/26/2007 12:00:00 AM,I,    COLORADO AVE ROCKFORD IL 61108,  WESLEYAN AVE ROCKFORD IL 61108,Gang, ,,,42.2429,-89.0393
2748,03/19/2007 12:00:00 AM,03/23/2007 12:00:00 AM,I,    CUNNINGHAM RD ROCKFORD IL 61102,S HORACE AVE ROCKFORD IL 61102,Gang, ,,,42.2657,-89.1293
2752,03/19/2007 12:00:00 AM,11/07/2007 12:00:00 AM,I,    11TH ST ROCKFORD IL 61109,  SANDY HOLLOW RD ROCKFORD IL 61109,Hip Hop,SLAC,,,42.2234,-89.0722
2790,03/21/2007 12:00:00 AM,04/02/2007 12:00:00 AM,I,    24TH ST ROCKFORD IL 61108,  WESLEYAN AVE ROCKFORD IL 61108,Gang, ,,,42.2455,-89.0517
2791,03/21/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    18TH AVE ROCKFORD IL 61108,  25TH ST ROCKFORD IL 61108,, ,,,42.2492,-89.0506
2794,03/21/2007 12:00:00 AM,09/17/2008 12:00:00 AM,I,    10TH AVE ROCKFORD IL 61104,  PARMELE ST ROCKFORD IL 61104,, ,,,42.2563,-89.0736
2797,03/21/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    10TH AVE ROCKFORD IL 61104,  16TH ST ROCKFORD IL 61104,, ,,,42.2563,-89.0643
2846,03/23/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    HUFFMAN BLVD ROCKFORD IL 61103,  RIVER BLUFF BLVD ROCKFORD IL 61103,, ,,,42.314,-89.0871
2849,03/23/2007 12:00:00 AM,03/23/2007 12:00:00 AM,I,    CEDAR ST ROCKFORD IL 61101,S CHURCH ST ROCKFORD IL 61101,, ,,,42.2681,-89.0985
2851,03/23/2007 12:00:00 AM,03/27/2007 12:00:00 AM,I,    11TH ST ROCKFORD IL 61104,  18TH AVE ROCKFORD IL 61104,Gang, ,,,42.2479,-89.0721
2852,03/23/2007 12:00:00 AM,03/23/2007 12:00:00 AM,I,    KISHWAUKEE ST ROCKFORD IL 61104,  SAND AVE ROCKFORD IL 61104,Unknown, ,,,42.2547,-89.0868
2856,03/23/2007 12:00:00 AM,03/26/2007 12:00:00 AM,I,    CEDAR ST ROCKFORD IL 61102,S WINNEBAGO ST ROCKFORD IL 61102,Hip Hop, ,,,42.2661,-89.1019
2910,03/26/2007 12:00:00 AM,03/28/2007 12:00:00 AM,I,    FINCHAM DR ROCKFORD IL 61108,  MID AMERICA DR ROCKFORD IL 61108,Hip Hop,FYC,,,42.2645,-88.9876
2914,03/26/2007 12:00:00 AM,03/26/2007 12:00:00 AM,I,    8TH ST ROCKFORD IL 61104,  RAILROAD AVE ROCKFORD IL 61104,, ,,,42.2591,-89.0789
2916,03/26/2007 12:00:00 AM,01/30/2009 12:00:00 AM,I,    OLD HUNTERS RUN ROCKFORD IL 61114,  POINT O WOODS DR ROCKFORD IL 61114,Kids, ,,,42.2998,-88.9918
2918,03/26/2007 12:00:00 AM,04/02/2007 12:00:00 AM,I,  E JEFFERSON ST ROCKFORD IL 61107,N MADISON ST ROCKFORD IL 61107,Other, ,,,42.2707,-89.0884
2920,03/26/2007 12:00:00 AM,03/26/2007 12:00:00 AM,I,    18TH ST ROCKFORD IL 61104,  CHARLES ST ROCKFORD IL 61104,, ,,,42.2614,-89.0619
2922,03/26/2007 12:00:00 AM,11/07/2007 12:00:00 AM,I,  S ALPINE RD ROCKFORD IL 61108,  UPLAND DR ROCKFORD IL 61108,Hip Hop,VTC,,,42.2423,-89.0289
2951,03/27/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,  S DAY AVE ROCKFORD IL 61102,  ELM ST ROCKFORD IL 61102,, ,,,42.2757,-89.1282
2953,03/27/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    ALLIANCE AVE ROCKFORD IL 61101,  ASHLAND AVE ROCKFORD IL 61101,, ,,,42.284,-89.1232
2954,03/27/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    BLAISDELL ST ROCKFORD IL 61101,N SUNSET AVE ROCKFORD IL 61101,, ,,,42.2821,-89.1184
2955,03/27/2007 12:00:00 AM,03/30/2007 12:00:00 AM,I,    ISLAND AVE ROCKFORD IL 61102,  WEST ST ROCKFORD IL 61102,Gang, ,,,42.2549,-89.1066
2958,03/27/2007 12:00:00 AM,03/30/2007 12:00:00 AM,I,    KISHWAUKEE ST ROCKFORD IL 61109,  SANDY HOLLOW RD ROCKFORD IL 61109,Hip Hop, ,,,42.2233,-89.0869
2959,03/27/2007 12:00:00 AM,06/19/2007 12:00:00 AM,I,    GUILFORD RD ROCKFORD IL 61107,N PROSPECT ST ROCKFORD IL 61107,, ,,,42.2742,-89.0679
2974,03/27/2007 12:00:00 AM,04/09/2007 12:00:00 AM,I,    8TH ST ROCKFORD IL 61104,  RAILROAD AVE ROCKFORD IL 61104,Gang, ,,,42.2591,-89.0789
2985,03/28/2007 12:00:00 AM,04/10/2007 12:00:00 AM,I,    9TH AVE ROCKFORD IL 61108,  22ND ST ROCKFORD IL 61108,Gang, ,,,42.2573,-89.0548
2987,03/28/2007 12:00:00 AM,03/28/2007 12:00:00 AM,I,    ASHLAND AVE ROCKFORD IL 61103,N ROCKTON AVE ROCKFORD IL 61103,, ,,,42.2852,-89.0966
2992,03/28/2007 12:00:00 AM,11/07/2007 12:00:00 AM,I,    HALSTED RD ROCKFORD IL 61103,N MAIN ST ROCKFORD IL 61103,Hip Hop,STER,,,42.3104,-89.0772
